"","x","y"
"1",0,2.52631578947368
"2",0.0106843025579536,2.52631578947368
"3",0.0213686051159073,2.4
"4",0.0320529076738609,2.52631578947368
"5",0.0427372102318146,2.4
"6",0.0534215127897682,2.52631578947368
"7",0.0641058153477218,2.28571428571429
"8",0.0747901179056755,2.52631578947368
"9",0.0854744204636291,2.4
"10",0.0961587230215827,2.4
"11",0.106843025579536,2.28571428571429
"12",0.11752732813749,2.28571428571429
"13",0.128211630695444,0.41025641025641
"14",0.138895933253397,0.41025641025641
"15",0.149580235811351,2.52631578947368
"16",0.160264538369305,3.2
"17",0.170948840927258,2.82352941176471
"18",0.181633143485212,2.52631578947368
"19",0.192317446043165,2.4
"20",0.203001748601119,2.4
"21",0.213686051159073,2.66666666666667
"22",0.224370353717026,0.475247524752475
"23",0.23505465627498,2.18181818181818
"24",0.245738958832934,2.4
"25",0.256423261390887,2.28571428571429
"26",0.267107563948841,2.4
"27",0.277791866506795,2.18181818181818
"28",0.288476169064748,2.28571428571429
"29",0.299160471622702,2.4
"30",0.309844774180655,2.08695652173913
"31",0.320529076738609,2.4
"32",0.331213379296563,2.82352941176471
"33",0.341897681854516,0.489795918367347
"34",0.35258198441247,2.52631578947368
"35",0.363266286970424,2.4
"36",0.373950589528377,2.52631578947368
"37",0.384634892086331,2.52631578947368
"38",0.395319194644285,2.4
"39",0.406003497202238,2.4
"40",0.416687799760192,2.28571428571429
"41",0.427372102318145,0.440366972477064
"42",0.438056404876099,2.52631578947368
"43",0.448740707434053,2.4
"44",0.459425009992006,2.66666666666667
"45",0.47010931254996,2.52631578947368
"46",0.480793615107914,2.66666666666667
"47",0.491477917665867,2.66666666666667
"48",0.502162220223821,2.52631578947368
"49",0.512846522781775,2.66666666666667
"50",0.523530825339728,2.82352941176471
"51",0.534215127897682,2.66666666666667
"52",0.544899430455635,2.28571428571429
"53",0.555583733013589,2.4
"54",0.566268035571543,2.4
"55",0.576952338129496,2.28571428571429
"56",0.58763664068745,2.18181818181818
"57",0.598320943245404,2.18181818181818
"58",0.609005245803357,2.28571428571429
"59",0.619689548361311,2.52631578947368
"60",0.630373850919265,2.4
"61",0.641058153477218,2.66666666666667
"62",0.651742456035172,2.66666666666667
"63",0.662426758593125,2.82352941176471
"64",0.673111061151079,0.505263157894737
"65",0.683795363709033,2.82352941176471
"66",0.694479666266986,2.82352941176471
"67",0.70516396882494,3
"68",0.715848271382894,3
"69",0.726532573940847,2.82352941176471
"70",0.737216876498801,2.28571428571429
"71",0.747901179056755,2.4
"72",0.758585481614708,2.28571428571429
"73",0.769269784172662,2.4
"74",0.779954086730616,2.66666666666667
"75",0.790638389288569,2.52631578947368
"76",0.801322691846523,2.82352941176471
"77",0.812006994404476,3
"78",0.82269129696243,3
"79",0.833375599520384,3
"80",0.844059902078337,2.52631578947368
"81",0.854744204636291,2.66666666666667
"82",0.865428507194245,0.216216216216216
"83",0.876112809752198,3
"84",0.886797112310152,2.82352941176471
"85",0.897481414868106,2.28571428571429
"86",0.908165717426059,1.84615384615385
